intensity	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
0.011	2077.6	2677.9	3675.6	4766.3	--undefined--
0.011	261.9	2336.1	2977.3	3841.1	--undefined--
0.010	289.4	2399.1	2906.3	3605.0	4544.1
0.014	319.8	2403.4	2690.1	3369.3	4520.1
0.022	317.0	2071.4	2616.2	3447.2	4412.7
0.072	349.9	2147.3	2499.9	3454.3	4214.5
0.072	431.5	1962.0	2469.1	3430.3	4324.4
0.031	620.6	1625.3	2456.2	3416.0	4820.1
0.031	648.9	1285.9	2483.2	3612.3	--undefined--
0.027	642.0	1256.5	2461.1	3459.1	4547.4
0.032	738.5	1237.1	2472.8	3185.9	4572.8
0.033	902.4	1235.7	2494.2	3120.9	4549.2
0.035	939.2	1476.2	2715.7	3250.9	4162.9
0.035	919.2	1509.2	2696.4	3484.5	4145.7
0.035	882.7	1778.9	2701.1	3363.6	4097.6
0.032	840.0	1726.3	2709.3	3371.2	4276.8
0.010	910.8	2066.6	2730.3	3935.0	--undefined--
0.002	585.1	1431.1	2744.9	2781.1	4196.9
0.002	590.6	1682.5	2803.7	3900.6	--undefined--
0.005	603.1	2038.4	2844.7	3762.7	4397.2
0.019	613.6	2052.9	2769.3	3175.5	4353.1
0.019	570.6	1971.6	2718.3	3354.8	4362.6
0.014	564.4	1738.7	2753.1	3292.1	4370.1
0.020	658.7	2037.1	2992.0	4071.0	4756.3
0.030	755.6	2189.1	2734.6	4055.6	4650.1
0.030	527.6	2371.7	3309.0	4363.6	4623.9
0.023	2151.5	2820.3	3988.4	4715.4	--undefined--
0.023	569.7	2747.8	3402.4	4092.3	4703.6
0.016	2341.0	2821.7	3718.7	4477.8	--undefined--
0.008	1304.2	2801.9	3745.9	4374.7	--undefined--
0.005	592.7	2120.5	3029.0	4114.6	4784.2
0.009	905.0	2668.2	3024.1	4120.3	4601.7
0.038	475.0	1868.7	2767.7	3925.9	4894.1
0.077	588.1	1767.3	2645.7	3497.7	4541.0
0.077	655.5	1674.0	2535.1	3542.0	4392.5
0.032	814.5	1626.2	2565.3	3353.3	4464.0
0.032	837.6	1803.4	2562.2	3514.7	4204.7
0.020	846.3	1516.5	2797.0	3805.7	4137.2
0.015	824.7	1389.1	2836.1	3713.1	4372.9
0.016	818.2	1334.1	2850.1	3828.0	5243.3
0.016	800.6	997.6	2761.7	3846.7	4767.0
0.013	673.0	1083.6	3005.1	3685.2	4536.6
0.013	682.2	1151.2	2542.2	3486.4	4704.7
0.006	591.4	1186.1	2853.7	3568.6	4870.4
0.023	558.6	1110.0	2800.4	3461.6	4994.0
0.023	774.5	1295.4	2822.6	3497.1	--undefined--
0.022	759.2	1223.1	2950.5	3508.0	--undefined--
0.018	766.6	1229.8	2934.9	3468.1	5297.2
0.020	794.0	1233.8	2844.1	3737.8	--undefined--
0.023	792.0	1290.0	2835.0	3686.1	--undefined--
0.034	847.5	1343.0	2878.6	3879.1	--undefined--
0.034	843.2	1298.3	2842.9	3611.3	4195.7
0.048	952.4	1289.4	2902.8	3799.1	4226.1
0.074	994.5	1331.9	2889.0	3565.7	4170.0
0.074	972.6	1446.7	2856.0	3628.6	4024.6
0.078	970.5	1568.5	2790.9	3495.9	3992.3
0.078	876.5	1752.9	2695.5	3663.0	4506.1
0.071	798.7	1914.3	2580.0	3427.2	4364.1
0.033	692.3	1708.2	2505.4	3603.5	4244.2
0.030	580.0	1834.7	2483.4	3575.5	4082.4
0.030	569.7	2078.1	2502.0	3952.3	3997.9
0.021	557.7	1959.7	2449.6	3497.2	4427.9
0.003	520.1	1833.3	2489.8	3421.4	4637.7
0.0004	659.8	2117.6	2913.3	4073.3	--undefined--
0.0002	635.7	2157.3	2584.3	3800.2	4966.0
0.00008	651.9	2262.9	2780.1	4058.3	--undefined--
0.00004	770.3	2268.8	2882.1	4188.2	5343.3
0.00003	281.0	2287.8	3092.6	4485.1	--undefined--
0.000009	863.6	2450.9	3178.0	4492.2	--undefined--
0.000002	733.8	2246.5	3027.4	4561.5	--undefined--
0.000002	859.2	1995.1	3094.4	4227.7	--undefined--
0.0000000007	1327.7	2527.7	2562.1	4099.6	--undefined--
0.0000000003	1389.7	2211.6	3140.7	4835.3	--undefined--
0.0000000002	1518.6	2221.4	3196.3	4930.9	--undefined--
0.00000000008	1104.0	2088.6	3141.7	4735.9	--undefined--
0.00000000005	1177.1	2187.5	3200.6	4998.6	--undefined--
0.00000000007	1297.7	2217.3	3213.0	4730.2	--undefined--
0.0000000001	971.6	2044.0	2984.1	4422.0	--undefined--
0.0000000002	1282.4	2334.8	3338.9	4686.3	--undefined--
0.0000000002	872.4	1958.6	2830.4	4092.3	--undefined--
0.0000000003	1368.9	2392.5	3098.6	4864.0	--undefined--
0.0000000004	1153.4	1973.8	3039.6	4474.3	--undefined--
0.0000000005	1021.2	2046.1	3048.2	4084.7	--undefined--
0.0000000006	917.6	2128.6	3086.6	4029.4	--undefined--
0.0000000006	1058.3	1948.4	2769.5	4609.0	--undefined--
0.0000000008	1083.8	2155.3	3005.9	4657.3	--undefined--
0.0000000009	1210.8	2068.1	2918.5	3854.2	--undefined--
0.0000000010	925.7	1906.7	3011.3	4183.4	--undefined--
0.0000000010	1568.1	1625.8	2624.5	3279.3	--undefined--
0.000000001	1131.1	2085.8	2848.4	4169.5	--undefined--
0.000000001	1048.8	2070.5	3002.8	3830.8	--undefined--
0.000000001	971.1	1979.5	2979.0	4169.0	--undefined--
0.000000001	1082.1	1858.8	2964.9	4274.3	--undefined--
0.000000002	955.9	1966.0	2763.3	4141.3	--undefined--
0.000000002	973.2	2107.3	2776.1	3917.0	--undefined--
0.000000002	1099.0	1820.3	2962.8	4041.4	--undefined--
0.000000002	1022.6	1923.4	2752.6	4044.3	--undefined--
0.000000002	1150.4	1780.0	2625.9	4035.4	--undefined--
0.000000002	1016.1	2302.3	2960.6	4086.0	--undefined--
0.000000003	959.7	2135.3	3045.1	4043.8	--undefined--
0.000000003	1235.0	1876.1	2881.5	4096.7	--undefined--
0.000000003	1028.1	1902.8	2939.8	3820.6	--undefined--
0.000000003	1132.6	2044.8	2926.6	4030.0	--undefined--
0.000000003	1157.0	2352.2	2517.3	3633.3	--undefined--
0.000000003	1155.5	2012.8	3092.4	4023.0	--undefined--
0.000000004	1161.0	2006.4	2964.5	3971.5	--undefined--
0.000000004	939.9	2210.5	3034.6	3413.3	--undefined--
0.000000004	1116.6	1879.0	3000.2	3987.1	--undefined--
0.000000004	1024.0	2057.6	2999.6	3675.7	--undefined--
0.000000004	1090.1	2029.7	2994.6	4271.8	--undefined--
0.000000005	1008.6	2248.9	3227.9	4647.7	--undefined--
0.000000005	1012.1	1931.5	2857.9	4165.2	--undefined--
0.000000006	1122.3	1991.6	3010.2	3697.4	--undefined--
0.000000006	1113.0	1994.7	3073.0	4152.7	--undefined--
0.000000006	1019.6	1889.0	2854.8	4146.1	--undefined--
0.000000007	1108.4	1937.1	3227.4	3629.7	--undefined--
0.000000007	1083.9	2038.0	2990.1	4175.3	--undefined--
0.000000008	1096.5	1984.8	2972.5	4495.7	--undefined--
0.000000009	1151.1	1727.0	2858.7	4082.4	--undefined--
0.000000009	1068.4	1988.6	2973.6	4239.6	--undefined--
0.00000001	1064.3	1658.6	2755.6	4127.6	--undefined--
0.00000001	1076.1	1936.0	2980.5	3945.4	--undefined--
0.00000001	1207.5	2184.1	3158.2	--undefined--	--undefined--
0.00000002	985.9	2065.7	3087.7	4382.8	--undefined--
0.00000002	1040.3	2210.9	2972.0	3928.8	--undefined--
0.00000002	998.9	1969.0	2820.5	4254.8	--undefined--
0.00000002	1306.7	2289.1	3371.2	--undefined--	--undefined--
0.00000003	1157.8	2180.4	3097.0	--undefined--	--undefined--
0.00000004	1139.3	1671.7	2703.7	3874.5	--undefined--
0.00000005	1141.1	2040.4	3243.0	4555.9	--undefined--
0.0000002	1081.7	1833.6	2945.8	4215.8	--undefined--
0.0000006	1027.8	1809.4	2842.7	4128.2	--undefined--
0.000001	1138.7	2297.6	3522.5	4177.8	--undefined--
0.000010	889.2	1856.3	2695.1	3977.6	--undefined--
0.004	522.3	1794.6	2698.6	4164.9	--undefined--
0.011	2023.1	3466.2	4141.1	5175.7	--undefined--
0.011	2013.8	2902.1	3751.7	5112.8	--undefined--
0.008	142.6	1865.3	2739.1	3203.8	--undefined--
0.008	1566.5	2001.6	2054.6	3226.1	--undefined--
0.007	479.6	1607.2	2317.4	3233.8	--undefined--
0.005	374.4	1705.5	2344.0	3464.8	--undefined--
0.007	1836.9	2445.6	3455.0	--undefined--	--undefined--
0.010	234.2	2036.5	2494.9	3463.5	--undefined--
0.010	129.9	2232.6	2836.5	3484.7	5318.4
0.009	286.1	2390.1	3024.1	3389.7	5194.6
0.008	320.5	2272.2	3068.9	3693.3	4942.5
0.004	326.1	2371.6	3095.0	3549.8	4764.3
0.008	270.5	2209.1	2923.0	3375.1	4666.4
0.009	266.5	2189.6	2661.3	3385.4	5261.9
0.010	290.1	2134.3	2505.9	3453.8	4510.1
0.014	336.3	1981.8	2440.7	3495.9	4322.1
0.014	381.0	2013.7	2362.8	3428.3	4298.8
0.014	493.0	1785.3	2411.9	3513.4	4381.4
0.011	472.1	1559.5	2469.3	3471.0	4629.4
0.003	579.8	1524.1	2455.4	3497.3	--undefined--
0.004	562.8	1295.1	2617.9	3557.3	5047.1
0.006	600.4	1303.3	3293.4	3609.1	--undefined--
0.006	608.6	1293.0	2985.9	3585.4	--undefined--
0.006	599.2	1221.7	2824.6	3528.7	--undefined--
0.004	596.9	1005.3	2797.6	3506.7	--undefined--
0.001	529.1	1081.8	2794.8	3388.2	--undefined--
0.0007	479.6	1082.2	2848.8	3494.6	--undefined--
0.0002	645.9	1091.9	2826.0	3417.4	--undefined--
0.00002	713.5	1816.0	2708.7	3430.0	--undefined--
0.0000008	608.2	1315.2	2164.7	3317.4	--undefined--
0.0000001	781.8	1422.1	2115.9	3302.3	--undefined--
0.00000007	338.9	1380.8	1926.9	3213.1	--undefined--
